Parcel,Year,Land_Assessment,Improvement_Assessment,Total_Assessment
80936402091,2019,69700,151300,221000
80936402108,2019,71200,153400,224600
80936402116,2019,71700,177800,249500
80936402124,2019,71800,161200,233000
80936402132,2019,73000,181200,254200
80936402140,2019,73800,176200,250000
80936402158,2019,73800,178800,252600
80936402166,2019,73800,199200,273000
80936402174,2019,73900,147500,221400
80936402182,2019,73400,159600,233000
80936402190,2019,73400,153000,226400
80936402207,2019,73400,150700,224100
80936402215,2019,71200,174300,245500
80936402223,2019,71000,147200,218200
80936403148,2019,71300,159600,230900
80936403156,2019,72800,148000,220800
80936403164,2019,70600,134900,205500
80936403172,2019,72800,149700,222500
80936403180,2019,72200,163200,235400
80936403198,2019,72500,182500,255000
80936403205,2019,77000,193800,270800
80936403213,2019,74400,194500,268900
80936403221,2019,75900,159200,235100
80936403239,2019,74400,145700,220100
80936403247,2019,72200,179800,252000
80936403255,2019,68300,192300,260600
80936404089,2019,69200,156600,225800
80936404097,2019,72800,137500,210300
80936404104,2019,72800,202600,275400
80936404112,2019,72700,155700,228400
80936404120,2019,75200,162800,238000
80936404138,2019,78700,144200,222900
80936404146,2019,72700,201300,274000
80936404154,2019,72800,103500,176300
80936404162,2019,72800,159000,231800
80936404170,2019,72800,165600,238400
80936405011,2019,75100,303900,379000
80936405029,2019,75700,236600,312300
80936405037,2019,79300,329700,409000
80936405045,2019,78400,208800,287200
80936405053,2019,70300,212400,282700
80936405061,2019,75100,203800,278900
80936405079,2019,75500,164700,240200
80936405087,2019,74100,221800,295900
80936405095,2019,74600,204900,279500
80936405102,2019,82800,244700,327500
80936405110,2019,80000,182400,262400
80936405128,2019,84700,264300,349000
80936405144,2019,78300,273100,351400
80936405152,2019,73300,189000,262300
80936405160,2019,72700,161200,233900
80936405178,2019,75100,198500,273600
80936405186,2019,74600,168400,243000
80936406019,2019,78800,187200,266000
80936406027,2019,75400,252900,328300
80936406035,2019,77600,221700,299300
80936406043,2019,75100,128400,203500
80936406051,2019,75500,234500,310000
80936406069,2019,75900,177400,253300
80936406077,2019,75700,201300,277000
80936406085,2019,74400,278200,352600
80936406093,2019,74300,344000,418300
80936406100,2019,73800,274400,348200
80936406118,2019,73600,225000,298600
80936406126,2019,73400,232300,305700
80936406134,2019,75200,249100,324300
80936406142,2019,75500,225300,300800
80936406150,2019,78700,299100,377800
80936406168,2019,82200,267900,350100
80936406176,2019,75900,237600,313500
80936406184,2019,97100,276400,373500
80936407017,2019,85600,134800,220400
80936407025,2019,73600,206900,280500
80936407033,2019,73400,215100,288500
80936407041,2019,72400,184900,257300
80936407059,2019,72300,137100,209400
80936407067,2019,72500,127700,200200
80936407075,2019,72600,176800,249400
80936407083,2019,73900,204700,278600
80936407091,2019,74400,178800,253200
80936407108,2019,72300,151400,223700
80936407116,2019,72400,191300,263700
80936407124,2019,72500,155900,228400
80936407132,2019,72200,160000,232200
80936407140,2019,72600,233400,306000
80936407158,2019,72200,165700,237900
80936407166,2019,71600,166000,237600
80936407174,2019,71600,157900,229500
80936407182,2019,71600,144400,216000
80936407190,2019,71400,212600,284000
80936408015,2019,77000,175700,252700
80936408023,2019,77100,170400,247500
80936408031,2019,75200,161300,236500
80936408049,2019,75400,178600,254000
80936408057,2019,72600,160000,232600
80936408065,2019,69900,119000,188900
80936408073,2019,74600,160100,234700
80936408081,2019,71100,147900,219000
80936408099,2019,72300,141200,213500
80936408106,2019,73000,140600,213600
80936408114,2019,71200,157700,228900
80936408122,2019,71900,169500,241400
80936408130,2019,73400,172700,246100
80936408148,2019,73800,135600,209400
80936409013,2019,75600,188600,264200
80936409021,2019,77700,171700,249400
80936409039,2019,70100,171500,241600
80936409047,2019,73000,182500,255500
80936409055,2019,73700,142800,216500
80936409063,2019,72300,141200,213500
80936409071,2019,73400,219600,293000
80936409089,2019,71200,145100,216300
80936409097,2019,73000,126200,199200
80936409104,2019,75600,151100,226700
80936410028,2019,71200,180200,251400
80936410036,2019,72900,167300,240200
80936410044,2019,73600,187200,260800
80936410052,2019,70300,126800,197100
80936410060,2019,72900,129800,202700
80936410078,2019,70800,132100,202900
80936411018,2019,70300,143600,213900
80936411026,2019,69600,140600,210200
80936411034,2019,69600,136400,206000
80936411042,2019,69600,119000,188600
80936411050,2019,69600,143200,212800
80936411068,2019,69600,162100,231700
80936411076,2019,69600,157700,227300
80936411084,2019,69600,146200,215800
80936411092,2019,69600,137200,206800
80936411109,2019,65700,86800,152500
80936411117,2019,49100,101800,150900
80936411125,2019,49900,96300,146200
80936411133,2019,49900,105800,155700
80936411141,2019,49900,98600,148500
80936411159,2019,50100,147300,197400
80936411167,2019,50100,116100,166200
80936411175,2019,50200,142600,192800
80936411183,2019,50200,92800,143000
80936412016,2019,75700,145500,221200
80936412024,2019,76800,142000,218800
80936412032,2019,75400,133300,208700
80936412040,2019,74600,141200,215800
80936412058,2019,73400,144800,218200
80936412066,2019,73600,140100,213700
80936412074,2019,69700,115600,185300
80936412082,2019,79000,118600,197600
80936412090,2019,73700,130700,204400
80936412107,2019,74900,163100,238000
80936412115,2019,73400,137000,210400
80936412123,2019,79200,123800,203000
80936412131,2019,70000,125300,195300
80936412149,2019,73000,134400,207400
80936412157,2019,74300,162200,236500
80936412165,2019,74600,122300,196900
80936412173,2019,75400,148900,224300
80936412181,2019,74900,130300,205200
80936413014,2019,80100,172500,252600
80936413022,2019,77700,133100,210800
80936413030,2019,75800,168500,244300
80936413048,2019,73400,133000,206400
80936413056,2019,75700,170100,245800
80936413064,2019,74900,142100,217000
80936413072,2019,73400,157400,230800
80936413080,2019,70800,155900,226700
80936413098,2019,73400,163900,237300
80936413105,2019,76000,170300,246300
80936413113,2019,76900,154800,231700
80936413121,2019,75200,160700,235900
80936413139,2019,73400,145200,218600
80936413147,2019,72600,155300,227900
80936413155,2019,72600,160100,232700
80936413163,2019,72200,141900,214100
80936413171,2019,71400,159800,231200
80936413189,2019,70400,170400,240800
80936413197,2019,71600,167200,238800
80936413204,2019,72800,138600,211400
80936414012,2019,72500,136500,209000
80936414020,2019,72200,126400,198600
80936414038,2019,73400,146900,220300
80936414046,2019,73400,139600,213000
80936414054,2019,72700,219800,292500
80936414062,2019,72500,166600,239100
80936414070,2019,79500,204400,283900
80936414088,2019,79000,168800,247800
80936414096,2019,79200,146700,225900
80936414103,2019,75100,142500,217600
80936414111,2019,72400,147500,219900
80936414129,2019,69900,201400,271300
80936414137,2019,68000,165000,233000
80936414145,2019,70100,146200,216300
80936414153,2019,71400,149700,221100
80936414161,2019,71500,164200,235700
80936414179,2019,74400,190700,265100
80936414187,2019,76800,151600,228400
81014300967,2019,83500,111400,194900
81014300975,2019,95800,165900,261700
81015102015,2019,61400,193900,255300
81015102023,2019,56700,206500,263200
81015102031,2019,58100,165800,223900
81015102049,2019,57800,182700,240500
81015102057,2019,57400,196400,253800
81015102065,2019,56200,189900,246100
81015102073,2019,59400,204100,263500
81015103013,2019,68400,169900,238300
81015103021,2019,61900,195000,256900
81015103039,2019,60400,157600,218000
81015103047,2019,63400,189100,252500
81015103055,2019,61400,172700,234100
81015103063,2019,61400,175200,236600
81015103071,2019,62800,182800,245600
81015103089,2019,61400,183600,245000
81015103097,2019,62300,193100,255400
81015103104,2019,60400,185100,245500
81015103112,2019,61900,178300,240200
81015103120,2019,62300,168800,231100
81015103138,2019,63600,176600,240200
81015103146,2019,61900,168100,230000
81015103154,2019,73900,169100,243000
81015103162,2019,89800,162700,252500
81015103170,2019,103400,143400,246800
81015103188,2019,78000,181900,259900
81015103196,2019,68400,202000,270400
81015103203,2019,61100,160200,221300
81015103211,2019,65800,192500,258300
81015104011,2019,60000,176400,236400
81015104029,2019,56200,178500,234700
81015104037,2019,56700,193200,249900
81015104045,2019,57400,163700,221100
81015104053,2019,58600,194000,252600
81015104061,2019,56800,184300,241100
81015104079,2019,57000,167500,224500
81015104087,2019,57400,184000,241400
81015104095,2019,59000,178700,237700
81015104102,2019,56800,166800,223600
81015104110,2019,57400,177200,234600
81015104128,2019,56800,179000,235800
81015104136,2019,57400,207000,264400
81015104144,2019,66300,201600,267900
81015104152,2019,63600,181000,244600
81015104160,2019,61100,175600,236700
81015104178,2019,61200,212200,273400
81015104186,2019,57400,180600,238000
81015104194,2019,56700,178200,234900
81015104201,2019,57500,174600,232100
81015104219,2019,56700,185900,242600
81015104227,2019,59100,186100,245200
81015104235,2019,57400,198100,255500
81015104243,2019,57000,183400,240400
81015104251,2019,56700,185300,242000
81015104269,2019,58200,163200,221400
81015104277,2019,57500,202500,260000
81015104285,2019,56700,163000,219700
81015104293,2019,56700,169200,225900
81015104300,2019,60300,199600,259900
81015105019,2019,61500,180600,242100
81015105027,2019,57600,181400,239000
81015105035,2019,57600,207500,265100
81015105043,2019,59400,204900,264300
81015105051,2019,60300,187900,248200
81015105069,2019,57600,169100,226700
81015105077,2019,58100,187100,245200
81015105085,2019,58600,188600,247200
81015105093,2019,60600,171100,231700
81015105100,2019,57600,192500,250100
81015105118,2019,59400,181300,240700
81015105126,2019,57600,191100,248700
81015105134,2019,58600,195300,253900
81015105142,2019,57600,183900,241500
81015105150,2019,69000,174300,243300
81015105168,2019,62200,192600,254800
81015105176,2019,67100,177800,244900
81015105184,2019,57600,189200,246800
81015105192,2019,58600,202800,261400
81015105209,2019,57600,173600,231200
81015105217,2019,59400,174600,234000
81015105225,2019,57600,170900,228500
81015105233,2019,60600,194100,254700
81015105241,2019,58600,171500,230100
81015105259,2019,58100,188000,246100
81015105267,2019,57600,159700,217300
81015105275,2019,60300,202000,262300
81015105283,2019,59600,190400,250000
81015105291,2019,57600,166500,224100
81015105308,2019,57600,192400,250000
81015105316,2019,61500,183500,245000
81015106017,2019,66200,188700,254900
81015106025,2019,62200,161700,223900
81015106033,2019,61500,177700,239200
81015106041,2019,51700,172400,224100
81015106059,2019,62800,171600,234400
81015106067,2019,54700,205100,259800
81015106075,2019,49300,178800,228100
81015106083,2019,82900,137800,220700
81015107015,2019,62300,182200,244500
81015107023,2019,60300,182300,242600
81015107031,2019,58100,191800,249900
81015107049,2019,60300,201700,262000
81015107057,2019,60300,202900,263200
81015107065,2019,60300,200600,260900
81015107073,2019,62200,178900,241100
81015107081,2019,62200,187700,249900
81015107099,2019,59800,172300,232100
81015107106,2019,59800,196600,256400
81015107114,2019,59800,200300,260100
81015107122,2019,60300,184600,244900
81015107130,2019,59800,169000,228800
81015107148,2019,62300,178000,240300
81015108013,2019,61500,193300,254800
81015108021,2019,57400,184200,241600
81015108039,2019,58600,204300,262900
81015108047,2019,58100,188800,246900
81015108055,2019,58100,189900,248000
81015108063,2019,57400,199800,257200
81015108071,2019,62800,167500,230300
81015108089,2019,59600,187300,246900
81015108097,2019,58600,202900,261500
81015108104,2019,70400,186400,256800
81015108112,2019,108400,204400,312800
81015108120,2019,71400,200400,271800
81015108138,2019,60000,184900,244900
81015108146,2019,62300,203400,265700
81015108154,2019,63000,213800,276800
81015108162,2019,61900,187000,248900
81015108170,2019,65200,196500,261700
81015108188,2019,61900,181800,243700
81015108196,2019,94300,197000,291300
81015108203,2019,92600,189000,281600
81015108211,2019,57300,180700,238000
81015108229,2019,57800,197100,254900
81015108237,2019,59400,182900,242300
81015108245,2019,62900,193200,256100
81015108261,2019,52900,227500,280400
81015108279,2019,74100,175000,249100
81015108287,2019,86400,151300,237700
81016304024,2019,42400,104000,146400
81019300912,2019,79700,96100,175800
81019300954,2019,69700,98400,168100
81019300962,2019,69700,135900,205600
81019300988,2019,70900,124300,195200
81019301019,2019,64300,164500,228800
81019301027,2019,60400,151800,212200
81019301035,2019,60400,168200,228600
81019301043,2019,61300,148300,209600
81019301051,2019,61300,154400,215700
81019301069,2019,61300,155600,216900
81019301077,2019,61300,150400,211700
81019301085,2019,61300,152900,214200
81019301093,2019,61000,176000,237000
81019301100,2019,60400,159800,220200
81019301118,2019,63700,164200,227900
81019302033,2019,60600,166200,226800
81019302041,2019,58000,190300,248300
81019302059,2019,59000,153200,212200
81019302067,2019,59200,173500,232700
81019302075,2019,60900,182200,243100
81019302083,2019,60500,156700,217200
81019302091,2019,59200,154400,213600
81019302108,2019,58700,167100,225800
81019302116,2019,58700,153300,212000
81019302124,2019,60700,166500,227200
81019302132,2019,59500,171000,230500
81019302140,2019,60000,168200,228200
81019302158,2019,60000,156200,216200
81019302174,2019,62200,161300,223500
81019302182,2019,60500,159100,219600
81019302190,2019,58100,178600,236700
81019302207,2019,59800,161100,220900
81019302215,2019,60500,165200,225700
81019302223,2019,59800,169700,229500
81019302231,2019,60500,168300,228800
81019302249,2019,60500,161100,221600
81019302257,2019,59800,161200,221000
81019302265,2019,60400,175700,236100
81019302273,2019,60100,168700,228800
81019302281,2019,60000,165200,225200
81019302299,2019,60900,159100,220000
81019303015,2019,86500,160200,246700
81019303031,2019,67800,163200,231000
81019303049,2019,65600,182700,248300
81019303057,2019,61700,166900,228600
81019303065,2019,61700,165000,226700
81019303073,2019,62200,181300,243500
81019303106,2019,61200,163200,224400
81019303114,2019,58500,190200,248700
81019303122,2019,59700,150800,210500
81019303130,2019,59700,152500,212200
81019303148,2019,60100,155300,215400
81019303156,2019,60100,166700,226800
81019303164,2019,60100,170300,230400
81019303172,2019,63700,285100,348800
81019303180,2019,62000,284800,346800
81019303198,2019,62000,225600,287600
81019303205,2019,64000,160300,224300
81019304021,2019,61400,172600,234000
81019304039,2019,59200,172900,232100
81019304047,2019,59200,179600,238800
81019304055,2019,59800,158300,218100
81019304063,2019,59200,169400,228600
81019304071,2019,58500,170700,229200
81019304089,2019,59200,175000,234200
81019304097,2019,59200,174100,233300
81019304104,2019,60400,150900,211300
81019304112,2019,58700,161300,220000
81019304120,2019,58700,177500,236200
81019304138,2019,59200,195100,254300
81019304146,2019,58700,159300,218000
81019304154,2019,57900,167600,225500
81019304162,2019,58700,149400,208100
81019304170,2019,58900,146100,205000
81019304188,2019,67900,178000,245900
81019304196,2019,65200,162600,227800
81019304203,2019,64700,163600,228300
81019304211,2019,63200,135700,198900
81019304229,2019,63800,111900,175700
81019304237,2019,62600,120600,183200
81019304245,2019,63200,112000,175200
81019304253,2019,66200,110500,176700
81019304261,2019,58800,173700,232500
81019304279,2019,53000,184400,237400
81019304287,2019,50200,181900,232100
81019304295,2019,50300,170000,220300
81019305011,2019,61000,167400,228400
81019305029,2019,56300,159700,216000
81019305037,2019,57200,158300,215500
81019305045,2019,60100,167300,227400
81019305053,2019,56300,170700,227000
81019305061,2019,57900,192300,250200
81019305079,2019,57900,187400,245300
81019305087,2019,56300,169100,225400
81019305095,2019,56300,167200,223500
81019305102,2019,56300,154800,211100
81019305110,2019,58100,170900,229000
81019305128,2019,59700,174400,234100
81019305136,2019,59800,170800,230600
81019305144,2019,58100,159900,218000
81019305152,2019,56300,153200,209500
81019305160,2019,56300,189700,246000
81019305178,2019,56300,165400,221700
81019305186,2019,57900,167700,225600
81019305194,2019,57900,166000,223900
81019305201,2019,56300,164200,220500
81019305219,2019,60100,155800,215900
81019305227,2019,57200,164700,221900
81019305235,2019,56300,157900,214200
81019305243,2019,60900,161000,221900
81019306019,2019,60600,149200,209800
81019306027,2019,58600,194500,253100
81019306035,2019,58600,164000,222600
81019306043,2019,58600,171900,230500
81019306051,2019,58000,172500,230500
81019306069,2019,57900,183300,241200
81019306077,2019,60500,165900,226400
81019306085,2019,57800,155100,212900
81019306093,2019,57800,176700,234500
81019306100,2019,60600,164000,224600
81019306118,2019,57900,179500,237400
81019306126,2019,58000,166000,224000
81019306134,2019,58600,151000,209600
81019306142,2019,58600,167700,226300
81019306150,2019,58600,160600,219200
81019306168,2019,60500,151200,211700
81019306176,2019,57700,171500,229200
81019306184,2019,57800,191300,249100
81019307017,2019,65100,150800,215900
81019307025,2019,62900,175900,238800
81019307033,2019,62900,149500,212400
81019307041,2019,57700,165100,222800
81019307059,2019,57700,170600,228300
81019307067,2019,59600,166900,226500
81019307075,2019,55600,160300,215900
81019307083,2019,55700,169900,225600
81019307091,2019,59700,190300,250000
81019307108,2019,57700,157300,215000
81019307116,2019,57700,173600,231300
81019307124,2019,58800,149900,208700
81019307132,2019,61400,163600,225000
81019307140,2019,62000,168000,230000
81019307158,2019,61200,150800,212000
81019307166,2019,62400,172200,234600
81019308015,2019,60700,159300,220000
81019308023,2019,57900,174300,232200
81019308031,2019,58800,165900,224700
81019308049,2019,57800,181200,239000
81019308057,2019,58000,180400,238400
81019308065,2019,61400,161600,223000
81019308073,2019,64100,173600,237700
81019308081,2019,61400,163800,225200
81019308099,2019,58100,164600,222700
81019308106,2019,62600,177300,239900
81019308114,2019,60300,187400,247700
81019308122,2019,60700,155500,216200
81019309013,2019,63700,160300,224000
81019309021,2019,61000,152800,213800
81019309039,2019,60400,173800,234200
81019309047,2019,71900,156900,228800
81019309055,2019,70300,155200,225500
81019309063,2019,68800,172900,241700
81019309071,2019,67100,175000,242100
81019309089,2019,65400,174700,240100
81019309097,2019,63700,170900,234600
81019309104,2019,60500,155600,216100
81019309112,2019,61300,168200,229500
81019309120,2019,61600,170500,232100
81019309138,2019,61900,150500,212400
81019309146,2019,58900,172000,230900
81019309154,2019,59000,174500,233500
81019309162,2019,60900,183700,244600
81019309170,2019,62000,177800,239800
81019309188,2019,63700,160900,224600
81019310010,2019,62900,167600,230500
81019310028,2019,58000,172700,230700
81019310036,2019,58000,157500,215500
81019310044,2019,58000,153300,211300
81019310052,2019,58000,171300,229300
81019310060,2019,59800,195200,255000
81019310078,2019,62200,187300,249500
81019310086,2019,59800,161300,221100
81019310094,2019,58000,165600,223600
81019310101,2019,59800,167000,226800
81019310119,2019,59800,165400,225200
81019310127,2019,59800,168500,228300
81019310135,2019,58000,164200,222200
81019310143,2019,62600,169500,232100
81021103015,2019,70800,201100,271900
81021103023,2019,68400,202300,270700
81021103031,2019,64800,211700,276500
81021103049,2019,65400,199500,264900
81021103057,2019,63900,230700,294600
81021103065,2019,62300,202400,264700
81021103073,2019,66700,206100,272800
81021104013,2019,81700,178300,260000
81021105011,2019,71400,186500,257900
81021105029,2019,63000,181300,244300
81021105037,2019,62000,156800,218800
81021105045,2019,63200,176200,239400
81021105053,2019,66300,203700,270000
81021105061,2019,71700,175900,247600
81021105079,2019,71000,157400,228400
81021105087,2019,61000,177000,238000
81021105095,2019,61000,154700,215700
81021105102,2019,61000,179000,240000
81021105110,2019,61000,179500,240500
81021105128,2019,61000,178100,239100
81021105136,2019,61000,174300,235300
81021105144,2019,61000,174000,235000
81021105152,2019,61000,160000,221000
81021105160,2019,61000,165900,226900
81021105178,2019,71000,172700,243700
81021106019,2019,61100,165500,226600
81021106027,2019,59600,186900,246500
81021106035,2019,61000,199500,260500
81021106043,2019,61000,184200,245200
81021106051,2019,53300,198600,251900
81021106069,2019,61000,171400,232400
81021106077,2019,60300,176300,236600
81021106085,2019,61200,155100,216300
81021106093,2019,61200,168100,229300
81021106100,2019,59600,160700,220300
81021106118,2019,60300,179400,239700
81021106126,2019,61800,177200,239000
81021106134,2019,61800,183100,244900
81021106142,2019,61500,193400,254900
81021106150,2019,61300,198200,259500
81021106168,2019,60300,204900,265200
81021106176,2019,59700,183300,243000
81021106184,2019,61100,167700,228800
81021106192,2019,61100,154700,215800
81021106209,2019,60300,185600,245900
81021106217,2019,60900,183500,244400
81021106225,2019,60900,175000,235900
81021106233,2019,60900,170500,231400
81021106241,2019,60900,173700,234600
81021106259,2019,59700,167000,226700
81021106267,2019,62000,143000,205000
81021107017,2019,61100,186100,247200
81021107025,2019,60900,196800,257700
81021107033,2019,60300,190600,250900
81021107041,2019,61100,180100,241200
81021107059,2019,60300,159200,219500
81021107067,2019,60900,189100,250000
81021107075,2019,61100,177900,239000
81021107083,2019,60900,183600,244500
81021107091,2019,60900,180300,241200
81021107108,2019,59700,189100,248800
81021107116,2019,60300,173700,234000
81021107124,2019,61500,218500,280000
81021107132,2019,61800,185600,247400
81021107140,2019,61300,180600,241900
81021107158,2019,60900,196200,257100
81021107166,2019,59800,192200,252000
81021107174,2019,59800,193300,253100
81021107182,2019,46500,213900,260400
81021107190,2019,46400,192800,239200
81021107207,2019,57600,196700,254300
81021107215,2019,56800,239200,296000
81021107223,2019,46400,215000,261400
81021107231,2019,46500,226500,273000
81021107249,2019,59300,202100,261400
81021107257,2019,63000,209000,272000
81021107265,2019,61500,189300,250800
81021108015,2019,61400,181500,242900
81021108023,2019,59800,197800,257600
81021108031,2019,60900,212200,273100
81021108049,2019,60300,192600,252900
81021108057,2019,60500,214300,274800
81021108065,2019,66900,202000,268900
81021108073,2019,60600,178300,238900
81021108081,2019,60800,180000,240800
81021108099,2019,60500,207300,267800
81021108106,2019,76600,201700,278300
81021108114,2019,61300,192800,254100
81021109013,2019,67900,259600,327500
81021109021,2019,68300,245000,313300
81021109039,2019,68300,234200,302500
81021109047,2019,63200,199500,262700
81021109055,2019,67000,203000,270000
81021109063,2019,50600,247600,298200
81021109071,2019,50600,223400,274000
81021109089,2019,60800,214200,275000
81021109097,2019,61500,218500,280000
81021109104,2019,68200,295800,364000
81021109112,2019,76000,321200,397200
81021109120,2019,56000,329600,385600
81021109138,2019,71500,286500,358000
81021109146,2019,76500,220600,297100
81021109162,2019,74800,270300,345100
81021109170,2019,72400,287000,359400
81021109188,2019,67900,230800,298700
81021109196,2019,64100,220200,284300
81021109203,2019,61400,208700,270100
81021109211,2019,62100,235200,297300
81021109229,2019,69900,189100,259000
81021110010,2019,61400,179900,241300
81021110028,2019,61000,192500,253500
81021110036,2019,62300,192400,254700
81021110044,2019,61300,169200,230500
81021111018,2019,63100,179000,242100
81021111026,2019,64200,195800,260000
81021111034,2019,62900,208300,271200
81021111042,2019,63100,181500,244600
81021301148,2019,56400,203600,260000
81021301156,2019,51700,147400,199100
81021301164,2019,51700,172700,224400
81021301172,2019,57800,129600,187400
81021301180,2019,59500,165100,224600
81021301198,2019,55900,180800,236700
81021301205,2019,55000,174500,229500
81021301213,2019,55000,190800,245800
81021301221,2019,53500,219200,272700
81021301239,2019,50900,158300,209200
81021301247,2019,55900,177100,233000
81021301255,2019,53400,179900,233300
81021301271,2019,57800,181400,239200
81021301289,2019,51300,165000,216300
81021301297,2019,51300,182100,233400
81021301304,2019,57800,144400,202200
81021301312,2019,53500,160000,213500
81021301320,2019,57800,159600,217400
81021301338,2019,57800,162000,219800
81021301346,2019,64600,180400,245000
81021301354,2019,67100,190400,257500
81021301362,2019,65200,200100,265300
81021301370,2019,67100,195200,262300
81021301388,2019,64600,184300,248900
81021301396,2019,56400,250100,306500
81021301403,2019,76400,139800,216200
81021301411,2019,67100,173100,240200
81021302013,2019,56400,127300,183700
81021302021,2019,52500,166600,219100
81021302039,2019,51600,183400,235000
81021302047,2019,52500,155700,208200
81021302055,2019,53000,174100,227100
81021302063,2019,58500,153000,211500
81021302071,2019,59500,157100,216600
81021302089,2019,51100,194800,245900
81021302097,2019,44200,143800,188000
81021302104,2019,44100,128400,172500
81021302112,2019,44100,159000,203100
81021302120,2019,44100,174100,218200
81021302138,2019,41300,143000,184300
81021302146,2019,49500,134400,183900
81021302154,2019,48400,150100,198500
81021302245,2019,49400,181400,230800
81021302253,2019,48400,196600,245000
81021302310,2019,49400,164300,213700
81021302328,2019,49400,190700,240100
81021302336,2019,49400,173100,222500
81021302344,2019,49400,177300,226700
81021302352,2019,49400,175600,225000
81021302360,2019,49400,161300,210700
81021302378,2019,49400,134500,183900
81021302401,2019,49400,174900,224300
81021302419,2019,50400,156900,207300
81021302427,2019,48700,172900,221600
81021302435,2019,47500,151900,199400
81021302443,2019,48400,162300,210700
81021302451,2019,52500,175500,228000
81021302469,2019,52500,167800,220300
81021302477,2019,47200,173300,220500
81021302485,2019,49500,159500,209000
81021302493,2019,44600,187900,232500
81021302500,2019,47200,160800,208000
81021302518,2019,43700,200900,244600
81021302526,2019,47200,153800,201000
81021302534,2019,51900,159500,211400
81021303011,2019,51600,175400,227000
81021303029,2019,51700,164600,216300
81021303037,2019,51100,164200,215300
81021303045,2019,53100,204300,257400
81021303053,2019,51600,167100,218700
81021303061,2019,49000,173100,222100
81021303079,2019,58800,160300,219100
81021303087,2019,49600,188200,237800
81021303095,2019,46700,196000,242700
81021303102,2019,50400,175600,226000
81021303110,2019,49500,168900,218400
81021303128,2019,49600,176100,225700
81021303136,2019,44300,155000,199300
81021303144,2019,47200,171600,218800
81021303152,2019,47400,181800,229200
81021303160,2019,48400,138700,187100
81021303178,2019,56800,161600,218400
81021303186,2019,55200,182200,237400
81021303194,2019,56300,168300,224600
81021303201,2019,51700,145900,197600
81021303219,2019,45800,173100,218900
81021303227,2019,46000,185500,231500
81021303235,2019,46000,207400,253400
81021303243,2019,46000,179800,225800
81021303251,2019,48700,193100,241800
81021303269,2019,47500,168800,216300
81021303277,2019,44100,150600,194700
81021303285,2019,44100,159800,203900
81021303293,2019,44100,158000,202100
81021303300,2019,44100,169400,213500
81021303318,2019,44100,189900,234000
81021303326,2019,45900,194600,240500
81021303334,2019,46700,166800,213500
81021303342,2019,45800,181800,227600
81021303350,2019,42700,181900,224600
81021303368,2019,44300,152800,197100
81021303376,2019,46700,166100,212800
81021303384,2019,40800,168300,209100
81021303392,2019,61900,150700,212600
81021303409,2019,60500,157400,217900
81021304019,2019,45900,166400,212300
81021304027,2019,38700,182300,221000
81021304035,2019,42600,174700,217300
81021304043,2019,41400,169500,210900
81021304051,2019,48100,168000,216100
81021304069,2019,46000,155000,201000
81021304077,2019,50400,198300,248700
81021304085,2019,43600,181100,224700
81021304093,2019,47400,183000,230400
81021304100,2019,48400,175800,224200
81021304118,2019,34900,195900,230800
81021304126,2019,41300,200000,241300
81021304134,2019,46400,190500,236900
81021304142,2019,42300,180100,222400
81021304150,2019,40300,175700,216000
81021304168,2019,39500,193700,233200
81021304176,2019,40300,163500,203800
81021304184,2019,44500,171800,216300
81021304192,2019,39400,178400,217800
81021304209,2019,43600,134600,178200
81021304217,2019,52500,158100,210600
81021304225,2019,51100,169200,220300
81021304233,2019,53000,192900,245900
81021304241,2019,48700,174700,223400
81021304259,2019,50100,147900,198000
81021304267,2019,53400,185800,239200
81021305017,2019,41200,203900,245100
81021305025,2019,44100,174600,218700
81021305033,2019,44100,217400,261500
81021305041,2019,47200,152800,200000
81021305059,2019,44500,174800,219300
81021305067,2019,53500,174700,228200
81021305075,2019,53500,172500,226000
81021305083,2019,53500,171300,224800
81021305091,2019,56400,156500,212900
81021305108,2019,48700,196000,244700
81021305116,2019,59400,195900,255300
81021305124,2019,53500,177200,230700
